timestamp,npk_n,npk_p,npk_k,ph,soil_humidity,soil_temperature,rainfall,air_humidity,wind_speed,atmospheric_pressure,solar_radiation,npk_total,irrigated
2024-01-01,0,0,0,6.01889360173073,69.2600506481519,25.4521667407953,2.28701510874089,85.4487966746092,19.8494837793987,1005.47584907152,559.357895562425,0,0
2024-01-01,0,1,1,6.39134709073609,59.9318828778673,17.4810288364511,2.34268853324465,61.8823899538256,11.5774041903205,1018.88393401634,781.368568446487,2,0
2024-01-01,1,0,1,5.71018177206359,58.6311545986534,23.4294970033616,0.715348836965859,84.5953526278026,15.4985482641496,1008.9196663769,434.321197681129,2,0
2024-01-01,0,1,0,7.16554001169461,65.9993906222301,23.5351895748813,2.07611906516831,76.1808088235557,18.3361543342471,1010.83574322984,711.688705999404,1,0
2024-01-01,1,1,0,5.86395238686761,68.8335248482366,23.3871968677631,1.60436379723251,74.970602968242,17.5123920978513,1003.23508922942,225.372530799359,2,0
2024-01-01,1,1,0,6.77237168961266,59.7468294091978,19.5834461434077,1.29773987282533,60.6668196246028,16.0163219063543,1013.86107080616,454.833410680294,2,0
2024-01-01,0,1,1,7.19634385627753,66.2805627313295,27.0008473470065,1.84147078660317,76.6227940376848,14.7035496111494,1015.94548731111,213.434327905998,2,0
2024-01-01,1,0,0,5.5542711958029,72.0109194678726,27.5856718281648,0.336666493094526,81.5969280875288,17.6431740145199,1015.47173178289,219.242811622098,1,0
2024-01-01,1,1,1,7.31831518058797,70.198396557418,22.0456260876283,1.64248072600458,67.0714568789117,7.39461877499707,1004.26578879356,258.927055122331,3,0
2024-01-01,0,0,1,4.81325233900533,79.6449588380931,26.139462585431,1.76266196009237,84.3563904357143,10.4555934108794,1004.07208836172,765.678531536832,1,0
2024-01-01,1,1,1,6.68381011015946,31.6317828169638,19.8144738285185,1.1443544406211,72.6442169118673,9.12638763315044,1012.66493332107,585.654264083132,3,0
2024-01-01,0,1,1,7.70936863324301,65.1736100200343,24.1127993376675,1.79778062913101,76.9473165250383,6.8719178379979,1015.22016021423,288.135050795972,2,0
2024-01-01,0,1,1,6.94435039132054,62.3214398496692,27.8003042374285,2.33668061788194,64.5507235382684,13.4844042360783,1016.15934445988,463.707987871021,2,0
2024-01-01,1,1,1,7.2319030409995,48.5033740211165,25.2285666604405,0.638572060852312,65.8437730651349,15.0986033445224,1016.57844759058,443.13494656235,3,0
2024-01-01,1,1,1,6.05728270057639,48.7062743501697,24.7069567342584,1.15573205635883,65.0034910929389,5.02554695121944,1002.37141819671,338.867415767163,3,0
2024-01-01,0,0,0,6.73870087160801,67.8640601348155,30.702886628374,2.3500363068888,85.0532871647738,17.0138183364179,1005.62686210498,612.464885693043,0,0
2024-01-01,0,1,1,7.38510363172171,54.6686205314963,20.2544718129198,2.44556607096456,63.3323519770056,7.97364298603497,1016.93642033264,330.269295256585,2,0
2024-01-01,1,1,1,5.43668033213407,56.0960025431834,27.8829226878474,0.293718404136598,68.0421031988226,15.0011815840844,1002.16978506651,698.623871663585,3,0
